time,open,high,low,close,volume
2024-01-01 18:00:00,2064.235,2066.255,2063.345,2063.615,0
2024-01-01 19:00:00,2064.295,2065.635,2062.708,2065.358,0
2024-01-01 20:00:00,2064.968,2069.315,2064.968,2066.515,0
2024-01-01 21:00:00,2066.115,2068.135,2064.305,2067.698,0
2024-01-01 22:00:00,2067.425,2070.065,2066.775,2069.528,0
2024-01-01 23:00:00,2069.545,2070.278,2068.855,2069.505,0
2024-01-02 00:00:00,2069.748,2074.635,2069.455,2074.415,0
2024-01-02 01:00:00,2074.235,2076.275,2073.175,2074.145,0
2024-01-02 02:00:00,2074.425,2076.005,2073.048,2073.048,0
2024-01-02 03:00:00,2073.478,2074.175,2071.855,2073.235,0
2024-01-02 04:00:00,2073.805,2078.735,2073.805,2076.945,0
2024-01-02 05:00:00,2077.455,2077.585,2073.535,2075.925,0
2024-01-02 06:00:00,2075.445,2075.965,2068.605,2069.145,0
2024-01-02 07:00:00,2069.035,2069.035,2065.465,2067.845,0
2024-01-02 08:00:00,2068.048,2070.565,2065.505,2066.158,0
2024-01-02 09:00:00,2066.555,2070.295,2063.195,2070.295,0
2024-01-02 10:00:00,2069.728,2069.728,2056.865,2059.265,0
2024-01-02 11:00:00,2060.025,2066.825,2059.615,2066.005,0
2024-01-02 12:00:00,2066.315,2066.635,2061.915,2062.615,0
2024-01-02 13:00:00,2062.525,2064.785,2060.595,2061.115,0
2024-01-02 14:00:00,2061.015,2062.015,2060.635,2060.825,0
2024-01-02 15:00:00,2060.845,2061.415,2058.115,2058.115,0
2024-01-02 16:00:00,2058.335,2059.025,2058.245,2058.605,0
2024-01-02 18:00:00,2058.795,2059.795,2058.655,2059.455,0
2024-01-02 19:00:00,2059.155,2062.015,2059.105,2060.105,0
2024-01-02 20:00:00,2060.665,2062.405,2059.825,2062.405,0
2024-01-02 21:00:00,2061.755,2064.935,2061.528,2064.558,0
2024-01-02 22:00:00,2064.458,2065.405,2063.295,2065.025,0
2024-01-02 23:00:00,2064.705,2065.435,2064.465,2064.775,0
2024-01-03 00:00:00,2064.635,2065.835,2063.455,2063.995,0
2024-01-03 01:00:00,2064.205,2065.145,2063.575,2064.178,0
2024-01-03 02:00:00,2063.985,2063.985,2061.065,2062.928,0
2024-01-03 03:00:00,2062.485,2064.025,2059.445,2059.908,0
2024-01-03 04:00:00,2060.125,2060.185,2054.928,2056.695,0
2024-01-03 05:00:00,2056.678,2056.978,2052.905,2054.805,0
2024-01-03 06:00:00,2054.695,2055.445,2047.485,2047.485,0
2024-01-03 07:00:00,2047.295,2047.755,2041.845,2045.595,0
2024-01-03 08:00:00,2047.455,2047.565,2039.345,2040.935,0
2024-01-03 09:00:00,2041.595,2041.595,2032.705,2037.755,0
2024-01-03 10:00:00,2042.028,2047.485,2032.425,2032.495,0
2024-01-03 11:00:00,2032.155,2035.478,2031.545,2032.345,0
2024-01-03 12:00:00,2031.575,2033.365,2030.645,2033.255,0
2024-01-03 13:00:00,2034.175,2035.935,2032.875,2035.695,0
2024-01-03 14:00:00,2035.565,2042.075,2031.025,2036.575,0
2024-01-03 15:00:00,2036.895,2042.165,2036.825,2040.878,0
2024-01-03 16:00:00,2040.935,2041.678,2040.258,2041.195,0
2024-01-03 18:00:00,2041.998,2043.635,2041.934,2042.895,0
2024-01-03 19:00:00,2042.375,2043.025,2041.645,2042.065,0
2024-01-03 20:00:00,2041.565,2043.025,2040.295,2042.165,0
2024-01-03 21:00:00,2042.785,2044.555,2042.558,2044.555,0
2024-01-03 22:00:00,2044.398,2046.625,2044.385,2044.518,0
2024-01-03 23:00:00,2044.065,2044.545,2042.695,2043.015,0
2024-01-04 00:00:00,2042.615,2044.035,2042.465,2043.695,0
2024-01-04 01:00:00,2044.145,2048.465,2044.015,2047.135,0
2024-01-04 02:00:00,2047.085,2049.295,2046.615,2047.615,0
2024-01-04 03:00:00,2047.005,2048.095,2045.505,2046.715,0
2024-01-04 04:00:00,2046.505,2050.355,2046.375,2047.915,0
2024-01-04 05:00:00,2047.625,2050.555,2046.685,2047.885,0
2024-01-04 06:00:00,2047.455,2048.225,2044.875,2045.065,0
2024-01-04 07:00:00,2044.885,2046.045,2043.715,2045.835,0
2024-01-04 08:00:00,2045.955,2046.945,2039.195,2040.145,0
2024-01-04 09:00:00,2039.355,2042.075,2036.455,2039.265,0
2024-01-04 10:00:00,2039.375,2046.825,2039.375,2045.025,0
2024-01-04 11:00:00,2045.565,2046.275,2044.185,2044.675,0
2024-01-04 12:00:00,2044.175,2044.855,2040.895,2043.175,0
2024-01-04 13:00:00,2043.095,2043.575,2041.745,2043.065,0
2024-01-04 14:00:00,2043.525,2044.685,2042.425,2044.285,0
2024-01-04 15:00:00,2044.065,2044.685,2042.995,2042.995,0
2024-01-04 16:00:00,2043.625,2044.105,2043.078,2043.124,0
2024-01-04 18:00:00,2043.385,2044.585,2042.725,2044.098,0
2024-01-04 19:00:00,2043.845,2044.494,2043.255,2044.265,0
2024-01-04 20:00:00,2044.635,2047.825,2044.635,2046.065,0
2024-01-04 21:00:00,2045.945,2047.545,2045.765,2046.095,0
2024-01-04 22:00:00,2046.235,2046.315,2044.855,2045.235,0
2024-01-04 23:00:00,2045.075,2046.045,2044.548,2044.555,0
2024-01-05 00:00:00,2044.425,2045.005,2043.195,2044.385,0
2024-01-05 01:00:00,2044.985,2044.985,2041.115,2042.358,0
2024-01-05 02:00:00,2042.215,2046.495,2042.215,2042.995,0
2024-01-05 03:00:00,2043.455,2044.165,2041.545,2042.385,0
2024-01-05 04:00:00,2042.135,2043.255,2038.335,2038.735,0
2024-01-05 05:00:00,2038.545,2040.015,2037.398,2039.955,0
2024-01-05 06:00:00,2040.035,2040.165,2037.435,2039.155,0
2024-01-05 07:00:00,2039.315,2040.825,2038.555,2040.115,0
2024-01-05 08:00:00,2040.358,2041.475,2024.528,2039.905,0
2024-01-05 09:00:00,2041.965,2048.135,2039.195,2046.585,0
2024-01-05 10:00:00,2052.555,2063.595,2052.555,2054.745,0
2024-01-05 11:00:00,2054.565,2056.055,2044.128,2044.948,0
2024-01-05 12:00:00,2044.395,2045.125,2040.505,2041.845,0
2024-01-05 13:00:00,2041.805,2048.058,2040.815,2048.058,0
2024-01-05 14:00:00,2048.315,2049.935,2045.035,2045.635,0
2024-01-05 15:00:00,2044.645,2045.075,2042.975,2043.575,0
2024-01-05 16:00:00,2044.505,2045.905,2043.828,2045.355,0
2024-01-07 18:00:00,2044.498,2045.485,2042.985,2044.195,0
2024-01-07 19:00:00,2044.235,2046.175,2043.895,2045.875,0
2024-01-07 20:00:00,2045.515,2046.465,2043.195,2043.715,0
2024-01-07 21:00:00,2043.275,2043.405,2041.215,2041.215,0
2024-01-07 22:00:00,2040.785,2040.995,2035.055,2036.015,0
2024-01-07 23:00:00,2036.745,2037.355,2035.625,2035.715,0
2024-01-08 00:00:00,2035.655,2035.895,2028.725,2030.685,0
2024-01-08 01:00:00,2030.735,2033.085,2030.405,2032.905,0
2024-01-08 02:00:00,2032.925,2032.925,2029.125,2031.355,0
2024-01-08 03:00:00,2031.425,2031.425,2027.415,2028.205,0
2024-01-08 04:00:00,2028.005,2031.295,2027.065,2028.965,0
2024-01-08 05:00:00,2029.025,2029.345,2026.935,2027.515,0
2024-01-08 06:00:00,2027.235,2027.345,2019.865,2019.958,0
2024-01-08 07:00:00,2019.908,2024.585,2018.865,2024.585,0
2024-01-08 08:00:00,2024.725,2024.885,2018.405,2018.895,0
2024-01-08 09:00:00,2020.595,2026.305,2018.675,2026.305,0
2024-01-08 10:00:00,2026.695,2034.445,2025.535,2034.115,0
2024-01-08 11:00:00,2035.675,2036.585,2031.465,2032.085,0
2024-01-08 12:00:00,2031.795,2032.335,2027.195,2027.565,0
2024-01-08 13:00:00,2027.505,2028.175,2026.428,2026.495,0
2024-01-08 14:00:00,2027.035,2029.318,2026.865,2029.285,0
2024-01-08 15:00:00,2029.455,2029.455,2026.025,2027.048,0
2024-01-08 16:00:00,2027.398,2028.578,2027.398,2027.835,0
2024-01-08 18:00:00,2027.948,2030.815,2027.828,2030.665,0
2024-01-08 19:00:00,2031.045,2034.635,2031.045,2034.208,0
2024-01-08 20:00:00,2034.708,2035.285,2031.155,2032.165,0
2024-01-08 21:00:00,2032.565,2035.698,2032.565,2034.065,0
2024-01-08 22:00:00,2034.065,2034.755,2033.095,2033.565,0
2024-01-08 23:00:00,2033.975,2034.685,2032.235,2032.795,0
2024-01-09 00:00:00,2032.645,2033.025,2030.555,2032.695,0
2024-01-09 01:00:00,2033.075,2035.085,2031.285,2033.115,0
2024-01-09 02:00:00,2032.945,2036.745,2032.385,2035.885,0
2024-01-09 03:00:00,2037.025,2037.025,2031.645,2034.145,0
2024-01-09 04:00:00,2034.525,2036.665,2033.205,2035.345,0
2024-01-09 05:00:00,2035.315,2038.315,2034.965,2035.315,0
2024-01-09 06:00:00,2034.935,2035.535,2033.675,2034.935,0
2024-01-09 07:00:00,2034.238,2036.255,2034.105,2036.255,0
2024-01-09 08:00:00,2035.265,2039.435,2031.625,2038.535,0
2024-01-09 09:00:00,2038.455,2039.895,2034.245,2034.655,0
2024-01-09 10:00:00,2034.755,2035.295,2028.735,2028.735,0
2024-01-09 11:00:00,2028.055,2031.315,2026.265,2031.075,0
2024-01-09 12:00:00,2030.865,2031.725,2027.325,2027.575,0
2024-01-09 13:00:00,2027.405,2029.058,2026.908,2029.058,0
2024-01-09 14:00:00,2028.948,2029.915,2027.715,2028.735,0
2024-01-09 15:00:00,2029.175,2030.598,2028.315,2028.315,0
2024-01-09 16:00:00,2028.735,2030.078,2028.735,2029.885,0
2024-01-09 18:00:00,2030.498,2030.945,2028.585,2030.665,0
2024-01-09 19:00:00,2030.415,2031.075,2029.735,2030.155,0
2024-01-09 20:00:00,2029.765,2032.135,2027.265,2031.705,0
2024-01-09 21:00:00,2031.565,2032.505,2030.425,2031.708,0
2024-01-09 22:00:00,2031.478,2031.755,2028.315,2028.845,0
2024-01-09 23:00:00,2028.585,2030.255,2028.425,2029.725,0
2024-01-10 00:00:00,2029.835,2030.015,2025.505,2026.575,0
2024-01-10 01:00:00,2026.695,2026.695,2023.905,2024.525,0
