time,open,high,low,close,volume
2014-12-24,1176.54,1180.95,1172.71,1174.38,32710
2014-12-26,1186.39,1198.92,1185.31,1195.13,19984
2014-12-29,1196.12,1197.37,1178.82,1182.94,79360
2014-12-30,1182.69,1210.69,1180.63,1200.19,113497
2014-12-31,1199.84,1203.71,1182.63,1188.37,53006
2015-01-02,1186.94,1195.03,1167.33,1188.82,97717
2015-01-05,1187.73,1207.28,1178.0,1204.32,122133
2015-01-06,1202.87,1222.92,1201.52,1218.35,82011
2015-01-07,1217.66,1218.48,1208.85,1210.52,68404
2015-01-08,1210.97,1216.54,1204.42,1208.69,57032
2015-01-09,1207.5,1223.91,1206.16,1222.36,65797
2015-01-12,1223.9,1235.74,1217.4,1233.25,73360
2015-01-13,1231.85,1244.02,1227.14,1230.77,95428
2015-01-14,1231.54,1244.24,1224.89,1228.89,121171
2015-01-15,1229.28,1266.64,1225.87,1262.31,120658
2015-01-16,1262.97,1282.01,1254.87,1280.04,80934
2015-01-19,1278.61,1279.03,1271.89,1276.66,42909
2015-01-21,1294.74,1305.07,1284.48,1293.47,109869
2015-01-22,1291.97,1307.53,1279.29,1301.38,106626
2015-01-23,1300.63,1302.07,1284.29,1293.76,82625
2015-01-26,1294.62,1299.0,1275.71,1281.22,89401
2015-01-27,1280.55,1297.42,1272.07,1292.25,95348
2015-01-28,1292.29,1293.8,1279.57,1284.72,80657
2015-01-29,1284.66,1285.75,1251.88,1257.3,95034
2015-01-30,1258.23,1284.63,1256.95,1283.56,74027
2015-02-02,1280.42,1283.27,1266.3,1274.98,77955
2015-02-03,1274.76,1285.55,1255.38,1259.87,105590
2015-02-04,1261.74,1272.33,1256.54,1269.31,87281
2015-02-05,1270.01,1273.82,1256.18,1264.52,90532
2015-02-06,1266.87,1268.62,1228.21,1233.12,95637
2015-02-09,1237.11,1243.65,1235.04,1239.27,55517
2015-02-10,1238.6,1245.82,1230.84,1233.22,65180
2015-02-11,1234.04,1238.59,1216.41,1217.18,63716
2015-02-12,1218.3,1232.82,1218.02,1222.17,73926
2015-02-13,1223.45,1234.82,1222.71,1228.99,68326
2015-02-16,1228.34,1236.59,1228.02,1230.79,35267
2015-02-17,1231.86,1233.84,1203.64,1209.18,72887
2015-02-18,1208.9,1213.3,1197.42,1211.83,68036
2015-02-19,1212.47,1222.81,1205.25,1206.77,72715
2015-02-20,1207.31,1215.29,1198.19,1201.66,69188
2015-02-23,1202.87,1210.22,1190.61,1201.03,55869
2015-02-24,1202.16,1204.42,1190.3,1199.81,71241
2015-02-25,1201.16,1211.77,1200.99,1204.51,65546
2015-02-26,1204.67,1219.84,1203.49,1209.12,76917
2015-02-27,1209.56,1219.17,1204.34,1212.78,65614
2015-03-02,1213.85,1223.18,1204.54,1206.79,71880
2015-03-03,1205.89,1214.76,1195.34,1203.4,75616
2015-03-04,1204.71,1209.01,1198.21,1200.13,63251
2015-03-05,1200.25,1209.35,1196.35,1198.47,60201
2015-03-06,1199.08,1200.66,1163.81,1167.13,88859
2015-03-09,1168.52,1175.29,1165.66,1166.6,45427
2015-03-10,1161.56,1170.45,1154.93,1161.63,66091
2015-03-11,1162.4,1165.19,1147.42,1154.43,67577
2015-03-12,1154.95,1166.58,1148.57,1153.52,76027
2015-03-13,1154.14,1161.83,1151.32,1158.18,60693
2015-03-16,1156.68,1163.97,1150.23,1154.52,62438
2015-03-17,1154.64,1159.74,1142.7,1149.24,71071
2015-03-18,1149.37,1175.5,1145.84,1167.43,90075
2015-03-19,1167.7,1177.71,1159.49,1170.81,93514
2015-03-20,1170.66,1187.88,1168.65,1182.22,82335
2015-03-23,1185.8,1191.47,1179.23,1189.32,72883
2015-03-24,1189.57,1194.91,1185.34,1193.1,64761
2015-03-25,1192.18,1199.57,1186.52,1195.17,50113
2015-03-26,1195.13,1219.57,1194.39,1204.54,73302
2015-03-27,1204.32,1206.05,1192.45,1198.09,61539
2015-03-30,1197.39,1198.3,1182.23,1185.61,60605
2015-03-31,1186.04,1190.62,1178.29,1183.57,68597
2015-04-01,1183.76,1208.51,1180.74,1204.14,71308
2015-04-02,1203.83,1207.21,1194.75,1202.07,64259
2015-04-03,1201.41,1201.45,1199.64,1199.64,187
2015-04-06,1215.64,1224.13,1213.82,1214.39,64905
2015-04-07,1214.56,1215.66,1207.34,1208.91,55668
2015-04-08,1208.49,1212.21,1197.34,1202.03,67118
2015-04-09,1202.79,1203.18,1192.52,1194.15,54080
2015-04-10,1194.59,1210.59,1193.19,1207.24,59690
2015-04-13,1207.15,1209.41,1196.32,1198.39,70491
2015-04-14,1198.93,1201.34,1183.87,1192.3,90844
2015-04-15,1192.77,1204.48,1188.78,1202.35,81129
2015-04-16,1202.37,1209.08,1194.63,1198.23,93585
2015-04-17,1198.92,1207.6,1197.3,1204.27,82165
2015-04-20,1205.29,1209.02,1191.27,1195.69,76852
2015-04-21,1196.64,1204.15,1192.97,1202.05,58186
2015-04-22,1202.45,1204.71,1185.68,1186.88,73714
2015-04-23,1187.53,1197.91,1184.26,1193.8,77614
2015-04-24,1194.03,1195.88,1175.14,1179.24,71395
2015-04-27,1179.54,1207.12,1178.57,1201.79,86334
2015-04-28,1201.77,1214.96,1199.16,1212.06,82779
2015-04-29,1212.17,1213.99,1201.32,1204.92,78816
2015-04-30,1205.37,1207.22,1177.0,1183.97,97740
2015-05-01,1184.55,1185.13,1169.66,1178.4,67626
2015-05-04,1179.89,1192.76,1177.65,1188.28,63292
2015-05-05,1188.3,1199.86,1185.65,1192.83,60501
2015-05-06,1193.37,1197.55,1188.16,1192.01,65582
2015-05-07,1191.51,1192.72,1178.77,1184.22,63976
2015-05-08,1184.15,1193.46,1181.6,1188.38,80920
2015-05-11,1188.64,1191.67,1178.83,1183.66,60876
2015-05-12,1183.82,1196.98,1180.73,1193.65,70032
2015-05-13,1193.35,1218.8,1191.22,1215.69,85419
2015-05-14,1215.14,1227.08,1212.26,1220.86,83993
2015-05-15,1221.2,1226.09,1210.94,1223.78,77268
2015-05-18,1223.74,1232.22,1221.53,1225.35,68208
2015-05-19,1225.29,1225.39,1205.67,1207.63,75362
2015-05-20,1208.53,1213.3,1203.19,1209.74,65451
2015-05-21,1209.34,1212.67,1201.38,1206.03,69744
2015-05-22,1206.27,1214.82,1201.36,1206.26,66112
2015-05-25,1204.88,1209.15,1202.73,1206.55,24986
2015-05-26,1206.48,1207.45,1185.53,1187.18,69773
2015-05-27,1187.16,1190.86,1183.53,1187.98,60957
2015-05-28,1187.41,1192.14,1180.3,1188.13,69227
2015-05-29,1187.83,1193.95,1185.58,1190.42,68364
2015-06-01,1190.47,1204.2,1184.5,1189.15,67199
2015-06-02,1189.12,1196.25,1185.92,1192.77,68701
2015-06-03,1193.3,1195.48,1179.37,1184.81,70355
2015-06-04,1185.22,1186.17,1172.86,1176.43,72095
2015-06-05,1177.14,1178.53,1162.63,1171.52,63942
2015-06-08,1169.98,1177.57,1169.05,1173.78,73659
2015-06-09,1174.09,1182.87,1172.4,1176.79,62860
2015-06-10,1176.78,1192.23,1175.19,1185.85,71533
2015-06-11,1186.5,1187.89,1175.55,1182.04,58556
2015-06-12,1181.71,1183.91,1176.96,1181.47,51919
2015-06-15,1182.17,1190.37,1172.73,1186.11,63610
2015-06-16,1185.69,1187.84,1175.98,1182.04,54648
2015-06-17,1181.79,1189.05,1174.56,1184.82,57742
2015-06-18,1184.22,1205.68,1183.54,1201.95,78952
2015-06-19,1202.07,1204.11,1198.28,1200.19,59800
2015-06-22,1200.69,1200.88,1182.1,1185.78,57493
2015-06-23,1185.66,1188.02,1176.14,1178.42,54363
2015-06-24,1178.51,1180.22,1169.82,1175.07,50909
2015-06-25,1174.88,1178.05,1171.54,1172.74,52058
2015-06-26,1173.71,1178.57,1168.5,1175.18,64773
2015-06-29,1186.25,1187.9,1173.76,1179.32,99179
2015-06-30,1180.04,1180.47,1166.69,1171.83,94345
2015-07-01,1174.14,1175.0,1167.53,1168.48,56887
2015-07-02,1168.35,1169.51,1155.98,1165.63,59037
2015-07-03,1165.68,1170.18,1164.65,1168.58,38511
2015-07-06,1172.0,1174.67,1162.84,1170.05,74428
2015-07-07,1170.33,1170.33,1147.84,1156.74,82425
2015-07-08,1153.25,1164.64,1147.13,1157.4,95010
2015-07-09,1159.08,1167.69,1155.93,1159.73,75095
2015-07-10,1159.63,1165.33,1157.39,1163.59,61457
2015-07-13,1162.73,1164.13,1151.07,1157.78,60970
2015-07-14,1158.07,1159.75,1152.88,1155.35,51921
2015-07-15,1155.65,1156.71,1143.21,1149.34,55067
2015-07-16,1149.02,1149.39,1142.22,1145.23,67261
2015-07-17,1145.08,1145.68,1131.06,1134.23,68800
2015-07-20,1132.56,1133.1,1069.72,1096.7,106589
2015-07-21,1098.26,1109.82,1096.91,1100.92,76602
2015-07-22,1102.66,1103.33,1087.02,1094.01,80466
2015-07-23,1094.43,1105.72,1087.23,1090.63,82598
2015-07-24,1091.23,1101.48,1077.2,1099.08,105882
2015-07-27,1095.58,1104.93,1088.34,1094.13,91614
2015-07-28,1094.68,1098.94,1091.55,1095.23,68617
2015-07-29,1095.09,1101.89,1090.36,1096.78,83814
2015-07-30,1096.11,1098.57,1082.47,1088.53,79155
2015-07-31,1088.65,1103.46,1079.98,1095.48,87334
2015-08-03,1095.72,1097.68,1085.79,1086.66,78529
2015-08-04,1085.32,1094.78,1080.94,1087.61,85679
2015-08-05,1087.31,1092.48,1082.92,1084.77,85935
2015-08-06,1084.82,1094.0,1083.46,1089.33,79616
2015-08-07,1089.77,1099.43,1082.74,1094.17,96112
2015-08-10,1093.04,1108.84,1089.58,1104.43,84692
2015-08-11,1104.32,1119.32,1093.75,1108.75,112515
2015-08-12,1108.83,1125.75,1101.74,1123.91,120939
2015-08-13,1125.26,1126.71,1113.6,1115.09,87464
2015-08-14,1115.18,1121.01,1111.69,1114.82,80491
2015-08-17,1114.7,1122.74,1113.48,1117.34,76335
2015-08-18,1117.4,1121.12,1109.63,1117.49,82628
2015-08-19,1118.0,1134.56,1116.24,1134.19,98777
2015-08-20,1133.46,1153.95,1132.58,1152.08,110294
2015-08-21,1153.8,1168.16,1148.91,1160.54,121955
2015-08-24,1164.32,1170.01,1145.63,1154.97,176042
2015-08-25,1153.47,1156.53,1134.58,1140.5,133208
2015-08-26,1140.32,1146.36,1117.68,1124.77,131153
2015-08-27,1125.89,1129.19,1118.23,1124.56,127737
2015-08-28,1125.45,1140.76,1123.72,1134.02,121671
2015-08-31,1133.77,1136.56,1125.64,1134.71,91804
2015-09-01,1134.6,1147.85,1134.31,1139.97,104063
2015-09-02,1139.71,1142.36,1132.03,1133.78,95659
2015-09-03,1133.68,1134.24,1121.83,1125.11,80486
2015-09-04,1125.09,1132.86,1116.72,1122.33,82854
2015-09-07,1122.99,1124.73,1116.04,1118.94,54303
2015-09-08,1120.17,1126.67,1118.58,1121.27,81389
2015-09-09,1121.64,1125.32,1101.23,1107.35,92344
2015-09-10,1106.98,1114.97,1103.79,1110.37,93059
2015-09-11,1111.03,1112.83,1098.71,1107.68,74422
2015-09-14,1107.44,1110.4,1103.46,1108.77,63897
2015-09-15,1108.47,1109.31,1102.15,1105.24,53198
2015-09-16,1105.26,1124.11,1103.92,1119.15,91657
2015-09-17,1119.21,1135.13,1115.35,1132.34,95941
2015-09-18,1130.88,1141.68,1127.47,1139.04,108457
2015-09-21,1139.11,1139.81,1129.56,1133.3,63532
2015-09-22,1132.95,1136.51,1121.28,1124.3,81592
2015-09-23,1124.8,1134.14,1121.79,1129.98,70573
2015-09-24,1130.72,1156.65,1130.31,1153.98,116270
2015-09-25,1149.55,1151.14,1140.71,1145.56,107930
2015-09-28,1145.33,1148.14,1127.95,1132.17,105853
2015-09-29,1132.01,1134.63,1124.17,1127.11,93689
2015-09-30,1127.25,1128.08,1111.3,1114.47,103649
2015-10-01,1115.56,1119.13,1110.99,1113.52,79819
2015-10-02,1113.48,1141.21,1104.59,1138.72,111053
2015-10-05,1136.78,1141.92,1130.06,1135.43,97787
2015-10-06,1135.63,1151.18,1134.92,1146.97,81553
2015-10-07,1146.93,1153.57,1141.72,1145.32,82711
2015-10-08,1145.09,1151.21,1136.56,1139.07,86977
2015-10-09,1138.96,1159.61,1138.91,1156.53,94980
2015-10-12,1155.83,1168.9,1154.73,1163.78,66859
